0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,img_filename
0.08744055805091702,0.1447825101157654,0.2847171954593216,0.12010729104296214,0.2416990544541491,0.022133109580954623,0.27081333823283293,0.031102897803271266,0.1124138836046683,0.04339916381728108,0.020883841242582243,0.07282185735220935,0.1268774861916433,0.005622179162154259,0.10303015667191619,0.2847171954593216,0.24214940191249676,0.06669665269657417,0.08175850645592478,0.06068499941584217,0.049149786636265264,0.009962527147083625,0.23252727714686397,0.05893825303483289,0.2847171954593216,0.2847171954593216,0.10550731033693309,0.03674223796973137,0.092842173721887,0.2847171954593216,0.18750112091340349,0.2535603475468961,0.2847171954593216,0.178147336263173,0.0178977355018268,0.06516161329692716,heart_1.png
0.11284525276505884,0.08791897643486035,0.11953291851158893,0.24251605125870618,0.21251915594528906,0.23918518103942535,0.06686704758143391,0.07233651585208713,0.05436046418986777,0.12191224858594783,0.014356384357833544,0.06946830705196223,0.02527303514566909,0.01893271090832752,0.12557256627265911,0.27231348591772625,0.27231348591772625,0.12457754961570157,0.1007731216381616,0.04158264273865596,0.006045676750880833,0.016830200760504944,0.2415877041487488,0.27231348591772625,0.27231348591772625,0.27231348591772625,0.17139999065770714,0.07235087071388062,0.020071182326513698,0.11296468020948967,0.038585769429927634,0.11683089865264894,0.2411513747499551,0.27231348591772625,0.1854049337932809,0.26130666441734945,heart_10.png
0.2094771154217267,0.10684429028544902,0.1644585686043806,0.09757277337522696,0.22290342869995947,0.2497085389431156,0.2497085389431156,0.12332139829028309,0.010901400564469671,0.22928461658136587,0.014564972568541857,0.04018423012504443,0.056285717600263546,0.06641814138431132,0.11677641212078595,0.019619432840272684,0.09022659415686121,0.09194612227841846,0.2497085389431156,0.24376301092373331,0.16748541586790494,0.033927111189120826,0.2497085389431156,0.2497085389431156,0.2497085389431156,0.17457131388505634,0.2064743040971282,0.035937216117121314,0.0640657823811771,0.2497085389431156,0.2497085389431156,0.22312391051518563,0.12786713994222074,0.12936241127900275,0.02582680254371104,0.03213966679412338,heart_100.png
0.15477997806227872,0.14760444005800766,0.15533251713429605,0.1076735424923827,0.17078006682390007,0.11792192967807176,0.0966870923306848,0.18942653343375093,0.18012573800713882,0.07259267516741524,0.05590369018491771,0.0,0.024892587817303243,0.06675847296706629,0.2737658978216455,0.24435263980197133,0.2737658978216455,0.08879945076806806,0.053263271432780944,0.04940093469116465,0.004432297815175685,0.0,0.06047614224735206,0.19686303603826,0.2737658978216455,0.2737658978216455,0.10678247509058868,0.14255448523250874,0.05210152851920857,0.16826450826520103,0.1496245230850307,0.09946177328083916,0.22214005014318136,0.2737658978216455,0.2737658978216455,0.2737658978216455,heart_1000.png
0.1295178510793513,0.12425865887699519,0.3012955836695853,0.09200194366375955,0.246844982994922,0.13032863508391054,0.14883117918098263,0.12954399765156938,0.18648726049022785,0.06541506316952667,0.03389525729437248,0.02895898762553168,0.066069702671456,0.2164816612088969,0.08921050734719273,0.3012955836695853,0.3012955836695853,0.07157226999467445,0.2232237032547929,0.10909373179020224,0.12853832981765062,0.007666427606761934,0.059308114296166725,0.13025567908078095,0.3012955836695853,0.3012955836695853,0.08765040498271014,0.09252252191662154,0.13909638634572286,0.10154340733071059,0.137154982158607,0.1538770718871683,0.286341881921296,0.03455108399201334,0.06872187669107642,0.09014145251769691,heart_1001.png
0.19085034037508397,0.10255015120476453,0.1639873979271261,0.23581939495706583,0.26407192057134343,0.1815208218333373,0.21570890594313613,0.141303482393545,0.004367684114944859,0.14180463725665587,0.06384541750888749,0.15070024459616713,0.13627360038536826,0.08414416196261955,0.24659727582113575,0.15545650478169667,0.2783254470570136,0.09681182971643232,0.08384280388532041,0.04723710461874072,0.06718912673885966,0.0030456212938015413,0.21812546463267993,0.03370516048795058,0.2783254470570136,0.2783254470570136,0.14290188221399017,0.10221513937958847,0.13328496628284398,0.14842042021609286,0.0777321207844776,0.04632504464355914,0.220061704163413,0.2783254470570136,0.16031704562453225,0.09551204945700419,heart_1002.png
0.11310434678881447,0.27806940374763,0.22128062129375975,0.09521463278704352,0.07532596401897851,0.17759918122708696,0.09754321553565155,0.10633884263507959,0.07566885720148957,0.06091207094030052,0.003805053721986267,0.040719119940243874,0.07979821608217649,0.09306981843074273,0.2150901945351066,0.27806940374763,0.07301174110163705,0.04309730315918721,0.16954186117945494,0.200176782411221,0.21158195956962103,0.08694235456314463,0.17207233134517802,0.22222106781587764,0.27806940374763,0.2642457549528288,0.07135567951785404,0.0067977246552722885,0.015647014782614994,0.22576355321140526,0.27806940374763,0.27806940374763,0.27806940374763,0.017154136326128375,0.022773498736827845,0.022132615650594562,heart_1004.png
0.11922001831882444,0.1652028853041577,0.04350627223052991,0.22059281965533128,0.21398229234158533,0.2521249529307336,0.08408654174549764,0.10780588538478215,0.007847706703946881,0.10014971570759294,0.0,0.012674236785342217,0.017318911431074283,0.10158043407205321,0.17445885269338016,0.2754688998376744,0.2754688998376744,0.20508389770511062,0.07303070399506775,0.047476640336669,0.0,0.07155697555645506,0.2030082622552637,0.2754688998376744,0.2754688998376744,0.15459859736937404,0.08942718313790857,0.0,0.0393940456665449,0.1487949846310978,0.0989774444411861,0.18537718437754652,0.156604747180142,0.2754688998376744,0.2754688998376744,0.23028568474125521,heart_1005.png
0.15331969838190226,0.14941452977472813,0.29381496461836093,0.15475168575193163,0.19514135379275063,0.09465269736388031,0.13545333790419886,0.002909566722515191,0.03127753736291281,0.16274982198468332,0.0453615802088831,0.024968788180316497,0.055489937464754474,0.013966708168874332,0.13275767810056657,0.29381496461836093,0.155243023471352,0.04601840687865508,0.0733095136437162,0.12148419091596022,0.03751519016281956,0.08512497465888627,0.29381496461836093,0.21999999800761114,0.29381496461836093,0.29381496461836093,0.15599605941411981,0.04950549169350213,0.0077743621468867865,0.07340699361771057,0.29381496461836093,0.29381496461836093,0.23341162493275755,0.1297622255165692,0.04021714390733506,0.030214655541776124,heart_1006.png
0.1172668940810457,0.06898576146944962,0.19951567936346007,0.21249662002109632,0.2559661302894975,0.23414677952230947,0.10230797440588205,0.0695572274440483,0.053791499479251985,0.21247197359670103,0.11462020836878908,0.0665226421881429,0.040493307954612166,0.03175307545119295,0.0994057659690644,0.27454941078909395,0.27454941078909395,0.15860535080428517,0.07304907054658254,0.033462271645959635,0.0,0.05607069022029523,0.27454941078909395,0.12584436706963237,0.27454941078909395,0.27454941078909395,0.0774178446947249,0.04880163313724109,0.003218403510891838,0.1314938816257645,0.20721672136215744,0.17134193090064762,0.08088479421888785,0.27454941078909395,0.27454941078909395,0.0,heart_1009.png
